0	0	0
1	0	0
2	2	1
3	3	2
4	0	2
5	5	3
6	0	3
7	7	4
8	0	4
9	0	4
10	0	4
11	11	5
12	0	5
13	13	6
14	0	6
15	0	6
16	0	6
17	17	7
18	0	7
19	19	8
20	0	8
21	0	8
22	0	8
23	23	9
24	0	9
25	0	9
26	0	9
27	0	9
28	0	9
29	29	10
30	0	10
31	31	11
32	0	11
33	0	11
34	0	11
35	0	11
36	0	11
37	37	12
38	0	12
39	0	12
40	0	12
41	41	13
42	0	13
43	43	14
44	0	14
45	0	14
46	0	14
47	47	15
48	0	15
49	0	15
50	0	15
51	0	15
52	0	15
53	53	16
54	0	16
55	0	16
56	0	16
57	0	16
58	0	16
59	59	17
60	0	17
61	61	18
62	0	18
63	0	18
64	0	18
65	0	18
66	0	18
67	67	19
68	0	19
69	0	19
70	0	19
71	71	20
72	0	20
73	73	21
74	0	21
75	0	21
76	0	21
77	0	21
78	0	21
79	79	22
80	0	22
81	0	22
82	0	22
83	83	23
84	0	23
85	0	23
86	0	23
87	0	23
88	0	23
89	89	24
90	0	24
91	0	24
92	0	24
93	0	24
94	0	24
95	0	24
96	0	24
97	97	25
98	0	25
99	0	25
100	0	25
101	101	26
102	0	26
103	103	27
104	0	27
105	0	27
106	0	27
107	107	28
108	0	28
109	109	29
110	0	29
111	0	29
112	0	29
113	113	30
114	0	30
115	0	30
116	0	30
117	0	30
118	0	30
119	0	30
120	0	30
121	0	30
122	0	30
123	0	30
124	0	30
125	0	30
126	0	30
127	127	31
128	0	31
129	0	31
130	0	31
131	131	32
132	0	32
133	0	32
134	0	32
135	0	32
136	0	32
137	137	33
138	0	33
139	139	34
140	0	34
141	0	34
142	0	34
143	0	34
144	0	34
145	0	34
146	0	34
147	0	34
148	0	34
149	149	35
150	0	35
151	151	36
152	0	36
153	0	36
154	0	36
155	0	36
156	0	36
157	157	37
158	0	37
159	0	37
160	0	37
161	0	37
162	0	37
163	163	38
164	0	38
165	0	38
166	0	38
167	167	39
168	0	39
169	0	39
170	0	39
171	0	39
172	0	39
173	173	40
174	0	40
175	0	40
176	0	40
177	0	40
178	0	40
179	179	41
180	0	41
181	181	42
182	0	42
183	0	42
184	0	42
185	0	42
186	0	42
187	0	42
188	0	42
189	0	42
190	0	42
191	191	43
192	0	43
193	193	44
194	0	44
195	0	44
196	0	44
197	197	45
198	0	45
199	199	46
200	0	46
201	0	46
202	0	46
203	0	46
204	0	46
205	0	46
206	0	46
207	0	46
208	0	46
209	0	46
210	0	46
211	211	47
212	0	47
213	0	47
214	0	47
215	0	47
216	0	47
217	0	47
218	0	47
219	0	47
220	0	47
221	0	47
222	0	47
223	223	48
224	0	48
225	0	48
226	0	48
227	227	49
228	0	49
229	229	50
230	0	50
231	0	50
232	0	50
233	233	51
234	0	51
235	0	51
236	0	51
237	0	51
238	0	51
239	239	52
240	0	52
241	241	53
242	0	53
243	0	53
244	0	53
245	0	53
246	0	53
247	0	53
248	0	53
249	0	53
250	0	53
251	251	54
252	0	54
253	0	54
254	0	54
255	0	54
256	0	54
257	257	55
258	0	55
259	0	55
260	0	55
261	0	55
262	0	55
263	263	56
264	0	56
265	0	56
266	0	56
267	0	56
268	0	56
269	269	57
270	0	57
271	271	58
272	0	58
273	0	58
274	0	58
275	0	58
276	0	58
277	277	59
278	0	59
279	0	59
280	0	59
281	281	60
282	0	60
283	283	61
284	0	61
285	0	61
286	0	61
287	0	61
288	0	61
289	0	61
290	0	61
291	0	61
292	0	61
293	293	62
294	0	62
295	0	62
296	0	62
297	0	62
298	0	62
299	0	62
300	0	62
301	0	62
302	0	62
303	0	62
304	0	62
305	0	62
306	0	62
307	307	63
308	0	63
309	0	63
310	0	63
311	311	64
312	0	64
313	313	65
314	0	65
315	0	65
316	0	65
317	317	66
318	0	66
319	0	66
320	0	66
321	0	66
322	0	66
323	0	66
324	0	66
325	0	66
326	0	66
327	0	66
328	0	66
329	0	66
330	0	66
331	331	67
332	0	67
333	0	67
334	0	67
335	0	67
336	0	67
337	337	68
338	0	68
339	0	68
340	0	68
341	0	68
342	0	68
343	0	68
344	0	68
345	0	68
346	0	68
347	347	69
348	0	69
349	349	70
350	0	70
351	0	70
352	0	70
353	353	71
354	0	71
355	0	71
356	0	71
357	0	71
358	0	71
359	359	72
360	0	72
361	0	72
362	0	72
363	0	72
364	0	72
365	0	72
366	0	72
367	367	73
368	0	73
369	0	73
370	0	73
371	0	73
372	0	73
373	373	74
374	0	74
375	0	74
376	0	74
377	0	74
378	0	74
379	379	75
380	0	75
381	0	75
382	0	75
383	383	76
384	0	76
385	0	76
386	0	76
387	0	76
388	0	76
389	389	77
390	0	77
391	0	77
392	0	77
393	0	77
394	0	77
395	0	77
396	0	77
397	397	78
398	0	78
399	0	78
400	0	78
401	401	79
402	0	79
403	0	79
404	0	79
405	0	79
406	0	79
407	0	79
408	0	79
409	409	80
410	0	80
411	0	80
412	0	80
413	0	80
414	0	80
415	0	80
416	0	80
417	0	80
418	0	80
419	419	81
420	0	81
421	421	82
422	0	82
423	0	82
424	0	82
425	0	82
426	0	82
427	0	82
428	0	82
429	0	82
430	0	82
431	431	83
432	0	83
433	433	84
434	0	84
435	0	84
436	0	84
437	0	84
438	0	84
439	439	85
440	0	85
441	0	85
442	0	85
443	443	86
444	0	86
445	0	86
446	0	86
447	0	86
448	0	86
449	449	87
450	0	87
451	0	87
452	0	87
453	0	87
454	0	87
455	0	87
456	0	87
457	457	88
458	0	88
459	0	88
460	0	88
461	461	89
462	0	89
463	463	90
464	0	90
465	0	90
466	0	90
467	467	91
468	0	91
469	0	91
470	0	91
471	0	91
472	0	91
473	0	91
474	0	91
475	0	91
476	0	91
477	0	91
478	0	91
479	479	92
480	0	92
481	0	92
482	0	92
483	0	92
484	0	92
485	0	92
486	0	92
487	487	93
488	0	93
489	0	93
490	0	93
491	491	94
492	0	94
493	0	94
494	0	94
495	0	94
496	0	94
497	0	94
498	0	94
499	499	95
500	0	95
501	0	95
502	0	95
503	503	96
504	0	96
505	0	96
506	0	96
507	0	96
508	0	96
509	509	97
510	0	97
511	0	97
512	0	97
513	0	97
514	0	97
515	0	97
516	0	97
517	0	97
518	0	97
519	0	97
520	0	97
521	521	98
522	0	98
523	523	99
524	0	99
525	0	99
526	0	99
527	0	99
528	0	99
529	0	99
530	0	99
531	0	99
532	0	99
533	0	99
534	0	99
535	0	99
536	0	99
537	0	99
538	0	99
539	0	99
540	0	99
541	541	100
542	0	100
543	0	100
544	0	100
545	0	100
546	0	100
547	547	101
548	0	101
549	0	101
550	0	101
551	0	101
552	0	101
553	0	101
554	0	101
555	0	101
556	0	101
557	557	102
558	0	102
559	0	102
560	0	102
561	0	102
562	0	102
563	563	103
564	0	103
565	0	103
566	0	103
567	0	103
568	0	103
569	569	104
570	0	104
571	571	105
572	0	105
